$id,event,postEvent,effect:CHR,effect:INT,effect:STR,effect:MNY,effect:SPR,effect:LIF,effect:AGE,NoRandom,include,exclude,branch[],branch[],branch[]
11005,你做了MBTI测试，发现自己是ESFP。,,,,,,,,,,(EVT?[10010])&(CHR>5)&(STR>4),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
11006,你做了MBTI测试，发现自己是ESTP。,,,,,,,,,,(EVT?[10010])&(CHR>5)&(STR<6),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
11007,你做了MBTI测试，发现自己是ESFJ。,,,,,,,,,,(EVT?[10010])&(CHR<6)&(INT<6),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
11008,你做了MBTI测试，发现自己是ESTJ。,,,,,,,,,,(EVT?[10010])&(CHR<6)&(STR>4),"EVT?[10993,10994,10995,10996,10997,10998,10999,11000,11001,11002,11003,11004,11005,11006,11007,11008]",,,
11009,你梦见自己穿越回古代用现代知识乱杀。,,,,,,,,,,EVT?[10940],"EVT?[10944,11009]",,,
11010,上课时打了个盹，被老师粉笔头砸醒。,,,,,,,,,,EVT?[10940],EVT?[11010],,,
11011,同学们偷偷评选班花。,班花不是你。,,,,,,,,,EVT?[10940],"EVT?[11011,10001,10110,10111]",CHR>7:21011,,
21011,你被评为班花。,,,,,,1,,,1,,,,,
11012,同学们偷偷评选校草。,校草不是你。,,,,,,,,,EVT?[10940],"EVT?[11012,10002,10110,10111]",CHR>8:21012,,
21012,你被评为校草。,,,,,,1,,,1,,,,,
11013,有同学在纸上画游戏给其他同学玩，被老师没收了。,,,,,,,,,,EVT?[10940],"EVT?[10944,11013]",,,
11014,你后桌的同学抄你作业，不小心把你名字也抄上了。,,,,,,,,,,EVT?[10940],"EVT?[10944,11014]",,,
11015,学校食堂推出新菜：番茄炒西红柿。,,,,,,,,,,EVT?[10940],"EVT?[10944,11015,21015,11016,11017,11018,11019,11020]",,,
21015,学校食堂推出了新菜：生煎包炒锅贴.,,,,,,,,,,EVT?[10940],"EVT?[10944,11015,11016,11017,11018,11019,11020,21015]",,,
11016,学校食堂推出新菜：去肉牛肉面。,,,,,,,,,,EVT?[10940],"EVT?[10944,11015,11016,11017,11018,11019,11020,21015]",,,
11017,学校食堂推出新菜：青椒炒草莓。,,,,,,,,,,EVT?[10940],"EVT?[10944,11015,11016,11017,11018,11019,11020,21015]",,,
11018,学校食堂推出新菜：酸梅汤豆腐脑。,,,,,,,,,,EVT?[10940],"EVT?[10944,11015,11016,11017,11018,11019,11020,21015]",,,
11019,学校食堂推出新菜：可乐烧黄瓜。,,,,,,,,,,EVT?[10940],"EVT?[10944,11015,11016,11017,11018,11019,11020,21015]",,,
11020,学校食堂推出新菜：面条馅包子。,,,,,,,,,,EVT?[10940],"EVT?[10944,11015,11016,11017,11018,11019,11020,21015]",,,
11021,最新桌游三国自走棋风靡学校，放学后很多同学一起玩。,,,,,,,,,,EVT?[10940],EVT?[11021],,,
11022,学校组织在操场上办跳蚤市场。,你卖了些旧书。,,,,,,,,,EVT?[10940],EVT?[11022],INT>8:21022,,
21022,你买到一副貌似普通的画，竟然是名家真迹。,,,,,1,,,,1,,,,,
11023,你和一个老师闹了很大矛盾，心态爆炸。,,,,,,-1,,,,EVT?[10940],EVT?[11023],SPR<2:10062,,
11024,你脑力有限，跟不上课程。,,,,,,,,,,(EVT?[10945])&(INT<2),EVT?[11024],,,
11025,你身体不好，经常请假去医院。,,,,,,,,,,(EVT?[10940])&(STR<2),EVT?[11025],STR<1:21025,,
21025,你在一次手术中不幸去世。,,,,,,,,,1,,,STR<1:10000,,
11026,学校添加了性少数厕所。,,,,,,,,,,"(EVT?[10010])&(EVT?[10110,10111,10002])",EVT?[11026],,,
11027,校门口发生一起斗殴事件，多人受伤。,,,,,,,,,,EVT?[10940],EVT?[11027],TLT?[1108]:21027,,
21027,其中一人是你。,,,,-1,,,,,,,,,,
11028,学习压力很大，你向学校心理老师倾诉。,,,,,,,,,,EVT?[10941],EVT?[11028],,,
11029,学校食堂推出新菜：挂面炒意面。,,,,,,,,,,EVT?[10941],"EVT?[11029,11030,11031,11032,11033,11034]",,,
11030,学校食堂推出新菜：醋香烤翅。,,,,,,,,,,EVT?[10941],"EVT?[11029,11030,11031,11032,11033,11034]",,,
11031,学校食堂推出新菜：大东南羊肉串。,,,,,,,,,,EVT?[10941],"EVT?[11029,11030,11031,11032,11033,11034]",,,
11032,学校食堂推出新菜：肉包沙拉。,,,,,,,,,,EVT?[10941],"EVT?[11029,11030,11031,11032,11033,11034]",,,
11033,学校食堂推出新菜：酱油捞饭。,,,,,,,,,,EVT?[10941],"EVT?[11029,11030,11031,11032,11033,11034]",,,
11034,学校食堂推出新菜：榴莲馅小笼包。,,,,,,,,,,EVT?[10941],"EVT?[11029,11030,11031,11032,11033,11034]",,,
11035,你很喜欢实验课。,,,,,,,,,,EVT?[10941],EVT?[11035],,,
11036,下课铃一响，所有人都抱着书冲向食堂。,,,,,,,,,,EVT?[10944],EVT?[11036],,,
11037,几乎每节课间你们老师都拖堂到下一节课铃响。,,,,,,,,,,EVT?[10941],EVT?[11037],,,
11038,你开始提前学后面的内容。,,,,,,,,,,(EVT?[10941])&(INT>7),EVT?[11038],,,
11039,你被淹没在题海中。,,,,,,-1,,,,EVT?[10941],EVT?[11039],,,
11040,同校有学生跳楼自杀。被学校压下来了。,,,,,,-1,,,,EVT?[10941],EVT?[11040],,,
11041,普通的内卷生活。,,,,,,,,,,EVT?[10941],EVT?[11041],,,
11042,班上有同学提前出国了。,,,,,,,,,,EVT?[10941],EVT?[11042],,,
11043,你们的英语课有时会让外教上。,,,,,,,,,,EVT?[10941],EVT?[11043],,,
11044,虽然你住校，但你母亲在学校附近租了个房子住。,,,,,,,,,,EVT?[10941],"EVT?[11044,10869]",,,
11045,你经常参加各类竞赛。,,,,,,,,,,"(EVT?[10941,10946])&(INT>7)","EVT?[11045,21045]",,,
21045,你经常参加各类竞赛。,,,,,,,,,,"(EVT?[10941,10946])&(INT>5)&(TLT?[1115])","EVT?[11045,21045]",,,
11046,你夺得了奥赛金牌。,,,,,,1,,,,"(EVT?[11045,21045])&(INT>9)",EVT?[11046],,,
11047,你经常参加各种夏令营。,,,,,,,,,,EVT?[10941],EVT?[11047],,,
11048,学校采取按成绩排考场，班上采取按成绩排座位。,,,,,,,,,,EVT?[10941],EVT?[11048],,,
11049,很多同学跟不上老师讲课的速度。,,,,,,,,,,EVT?[10944],EVT?[11049],,,
11050,两天一小考，三天一大考。,,,,,,,,,,EVT?[10944],EVT?[11050],,,
11051,你刷过的练习册已经一人高了。,,,,,,,,,,EVT?[10944],EVT?[11051],,,
11052,学校请来搞领导力培训的人到学校开动员大会。,很多同学被刺激到大哭大喊。,,,,,,,,,EVT?[10944],EVT?[11052],,,
11053,班上的空调坏了，老师故意不找人修，说要锻炼你们。,,,,,,-1,,,,EVT?[10944],EVT?[11053],,,
11054,你有点怀疑人生的意义。,,,,,,,,,,(EVT?[10944])&(SPR<4),EVT?[11054],,,
11055,班上挂上了励志条幅。,,,,,,,,,,EVT?[10944],EVT?[11055],,,
11056,老师用班费给大家买了他新出的辅导书。,,,,,,,,,,EVT?[10944],EVT?[11056],,,
11057,你的课桌上和抽屉里挤满了书，快要放不下了。,,,,,,,,,,EVT?[10941],EVT?[11057],,,
11058,你报了很多超难的课程。,,,,,,,,,,(EVT?[10946])&(INT>7),EVT?[11058],,,
11059,你们班所有老师都是特级教师。,,,,,,,,,,EVT?[10946],EVT?[11059],,,
11060,你经常参加各种学校社团、活动和节日。,,,,,,1,,,,EVT?[10946],EVT?[11060],,,
11061,有很多同学早就准备好出国了。,,,,,,,,,,EVT?[10946],EVT?[11061],,,
11062,你参加一个国际比赛获得一等奖，上了年度开学典礼的表彰。,,,,,,1,,,,(EVT?[10946])&(INT>9),EVT?[11062],,,
11063,虽然你比同龄人强很多，但你周围总有各方面比你都强的大佬。,,,,,,,,,,EVT?[10946],EVT?[11063],,,
11064,有老外在校门口用英文采访你，你对答如流。,,,,,,,,,,EVT?[10946],EVT?[11064],,,
11065,学校提供了很多和国外名校交流的机会。,,,,,,,,,,EVT?[10946],EVT?[11065],,,
11066,老师说：“少壮不努力，长大去隔壁。”,,,,,,,,,,EVT?[10946],EVT?[11066],,,
11067,你考上了少年班，提前步入大学。,,,,,,,,,,(EVT?[10010])&(INT>9),EVT?[11067],,,
11068,努力学习。,,,,,,,,,,EVT?[11067],,,,
11069,你出国留学。,,,,,,,,,,EVT?[11067],EVT?[11069],,,
11070,你前往哈佛大学留学。,,,,,,,,,,(EVT?[11067])&(TLT?[1073]),EVT?[11070],,,
11071,你考上了清华大学。,,,,,,,,,,"((EVT?[10944,10945])&(INT>9))|(EVT?[10946])",(EVT?[11071])|(TLT?[1107]),,,
11072,你考上了北京大学。,,,,,,,,,,"((EVT?[10944,10945])&(INT>9))|(EVT?[10946])",EVT?[11072],,,
11073,你被保送清华大学。,,,,,,,,,,"EVT?[11046,11062]",(EVT?[11073])|(TLT?[1107]),,,
11074,你被保送北京大学。,,,,,,,,,,"EVT?[11046,11062]",EVT?[11074],,,
11075,你考上一所985大学。,,,,,,,,,,"(EVT?[10944,10945])&((INT>7)|(MNY>8))",EVT?[11075],,,
11076,你考上一所211大学。,,,,,,,,,,"(EVT?[10944,10945])&((INT>6)|(MNY>7))",EVT?[11076],,,
11077,你考上一所双非本科。,,,,,,,,,,"EVT?[10944,10945]",EVT?[11077],,,
11078,高考结束，你们班一本率100%。,,,,,,,,,,EVT?[10946],EVT?[11078],,,
11079,高考结束，你们班一本率74%。,,,,,,,,,,EVT?[10944],EVT?[11079],,,
11080,高考结束，你们班一本率67%。,,,,,,,,,,EVT?[10944],EVT?[11080],,,
11081,高考结束，你们班一本率50%。,,,,,,,,,,"EVT?[10944,10945]",EVT?[11081],,,
11082,高考结束，你们班一本率92%。,,,,,,,,,,EVT?[10944],EVT?[11082],,,
11083,高考结束，你们班一本率80%。,,,,,,,,,,EVT?[10944],EVT?[11083],,,
11084,高考结束，你们班一本率35%。,,,,,,,,,,EVT?[10945],EVT?[11084],,,
11085,高考结束，你们班一本率40%。,,,,,,,,,,EVT?[10945],EVT?[11085],,,
11086,高考结束，你们班一本率25%。,,,,,,,,,,EVT?[10945],EVT?[11086],,,
11087,普通的自媒体生活。,,,,,,,,,,"EVT?[10956,10957]",,,,
11088,你和一个粉丝开始谈恋爱。,,,,,,,,,,"EVT?[10956,10957]",EVT?[11088],,,
11089,你和多个粉丝谈恋爱。,,,,,,,,,,EVT?[11088],EVT?[11089],,,
11090,你的热度逐渐走低。,,,,,,,,,,"EVT?[10956,10957]",EVT?[11090],,,
11091,你的收入比较低。,,,,,,,,,,"EVT?[10956,10957]",EVT?[11091],,,
11092,时刻担忧净网新规会对你产生影响。,,,,,,-1,,,,"EVT?[10956,10957]",EVT?[11092],,,
11093,你结婚了。,,,,,,,,,,"EVT?[10956,10957]","(EVT?[11093,10612,11171,11232,10229,10610,10611])|(TLT?[1027])",,,
11094,普通的大学生活。,,,,,,,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074,11069,11070]",EVT?[11094],,,
11095,你的生活和高中一样卷，抓紧各种时间看书。,,,,,,,,,,"EVT?[11071,11072,11073,11074,11075,11076,11069,11070]",EVT?[11095],,,
11096,班上总是有同学翘课，而且越来越多。,,,,,,,,,,"EVT?[11077,11075,11076]",EVT?[11096],,,
11097,你加入了学生会。,,,,,,,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074,11069,11070]",EVT?[11097],,,
11098,你加入了好几个社团，但参加社团活动的时间并不多。,,,,,,,,,,"EVT?[11071,11072,11073,11074,11075,11076,11069,11070]",EVT?[11098],,,
11099,你加入了不少社团，课余生活很丰富。,,,,,,,,,,EVT?[11077],EVT?[11099],,,
11100,你的绩点不错。,,,,,,,,,,"(INT>4)&(EVT?[11077,11075,11076,11071,11072,11073,11074])","EVT?[11100,11101,11102]",,,
11101,你的绩点不好。,,,,,,,,,,"((EVT?[11105,11106])|(INT<5))&(EVT?[11077,11075,11076,11071,11072,11073,11074])","(INT>8)|(EVT?[11100,11101,11102])",,,
11102,你的绩点很棒。,,,,,,,,,,"(INT>7)&(EVT?[11077,11075,11076,11071,11072,11073,11074])","EVT?[11100,11101,11102]",,,
11103,你保研了。,,,,,,,,,,EVT?[11102],EVT?[11103],,,
11104,你没抢到想选修的课。,,,,,,,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074]",EVT?[11104],,,
11105,你总是和室友去外面玩。,,,,,,,,,,EVT?[11077],EVT?[11105],,,
11106,你总是和室友在寝室打游戏。,,,,-1,,,,,,EVT?[11077],"EVT?[11106,10002]",,,
11107,你上课手机不离手。不过其他同学大多也是。,,,,,,,,,,EVT?[11077],EVT?[11107],,,
11108,你参加了志愿活动和社会实践。虽然是学分要求的。,,,,,,,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074]",EVT?[11108],,,
11109,你挂了好几科。,,,,,,,,,,"((EVT?[11105,11106])|(INT<4))&(EVT?[11077,11075,11076,11071,11072,11073,11074])",EVT?[11109],,,
11110,你通过了英语和计算机等级考试。,,,,,,,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074]","EVT?[11110,11105,11106]",,,
11111,你一年内谈了三次恋爱。,,1,,,,,,,,"(EVT?[11077,11075,11076,11071,11072,11073,11074,11069,11070])&(TLT?[1028])","(EVT?[11111,11112,11113])|(TLT?[1027])",,,
11112,你和一个同班同学谈恋爱。,,,,,,,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074,11069,11070]","(EVT?[11111,11112,11113])|(TLT?[1027])",,,
11113,你一直没谈恋爱。,,,,,,,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074,11069,11070]","(EVT?[11111,11112,11113])|(TLT?[1028])",,,
11114,你的寝室总是有蟑螂蚊子。,,,,,,-1,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074]",EVT?[11114],,,
11115,比起现实生活中的人，你更愿意和网友交流。,,,,,,,,,,"EVT?[10993,10994,10995,10997,11001,11002,11003,11004]",EVT?[11115],,,
11116,学校里总是有各种大佬的讲座可以听。,,,1,,,,,,,"EVT?[11071,11072,11073,11074,11075,11076,11069,11070]",EVT?[11116],,,
11117,学校里总是有各种名企来招人。,,,,,,,,,,"EVT?[11071,11072,11073,11074,11075,11076,11069,11070]",EVT?[11117],,,
11118,你的同学少有出生寒门，多是富二代、官二代、学二代。,,,,,,,,,,"EVT?[11071,11072,11073,11074,11069,11070]",EVT?[11118],,,
11119,大佬云集，你感到自己仿佛不再那么出众。,,,,,,,,,,"EVT?[11071,11072,11073,11074,11069,11070]",EVT?[11119],,,
11120,你的视野开阔了许多，很多想法都和在国内时不同。,,,,,,,,,,"EVT?[11069,11070]",EVT?[11120],,,
11121,你很早就开始寻找和联系导师。,,,,,,,,,,"EVT?[11071,11072,11073,11074,11069,11070]",EVT?[11121],,,
11122,你开始读研。,,,,,,,,,,"EVT?[11103,11071,11072,11073,11074,11069,11070]",EVT?[11122],,,
11123,你成为了打工人。,,,,,,,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074]","EVT?[11123,11124,11103,11121]",,,
11124,你开始创业。,,,,,,,,,,"(MNY>7)&(EVT?[11077,11075,11076,11071,11072,11073,11074])","EVT?[11124,11103,11121,11123]",,,
11125,你开始考公务员。,,,,,,,,,,"EVT?[11077,11075,11076,11071,11072,11073,11074]","EVT?[11125,11103,11121]",,,
11126,你没有考上公务员。,你成为了打工人。,,,,,,,,,EVT?[11025],(EVT?[11126])|(TLT?[1116]),,,
11127,你考上了公务员。,,,,,,,,,,EVT?[11025],EVT?[11127],,,
11128,你开始相亲。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]","(EVT?[11128,11171])|(TLT?[1027])",,,
11129,你看上了对方，但对方看不上你。,,,,,,,,,,EVT?[11128],"EVT?[11129,11131,11171]",,,
11130,对方看上了你，但你看不上对方。,,,,,,,,,,EVT?[11128],"EVT?[11129,11131,11171]",,,
11131,你开始处对象。,,,,,,,,,,EVT?[11128],"EVT?[11129,11131,11171]",,,
11132,你找不到对象，至今单身。,,,,,,,,,,"EVT?[11129,11130]","EVT?[11129,11131,11171]",,,
11133,你996上班。,,,,-1,,,,,,"EVT?[11123,11126]",EVT?[11133],,,
11134,国家宣布禁止强制996。,老板让你们自愿996，不996的话工资很低。,,,,,-1,,,,EVT?[11133],EVT?[11134],,,
11135,你的私人生活越来越少，工作成为了你生活的大部分。,,,,,,,,,,"EVT?[11123,11126]",EVT?[11135],,,
11136,比起重复的每个工作日，你宁愿回到中学时光。,,,,,,,,,,"EVT?[11123,11126]",EVT?[11136],,,
11137,即使下班，也总是有人问你工作上的问题。,,,,,,,,,,"EVT?[11123,11126]",EVT?[11137],,,
11138,即使下班，晚上也经常有饭局，你的私人时间被进一步剥夺。,,,,,,,,,,"EVT?[11123,11126]",EVT?[11138],,,
11139,你突然有些厌烦，你更怀念一个人的时候。,,,,,,,,,,"(EVT?[11123,11126])&(EVT?[11131])","EVT?[11139,11140]",,,
11140,你们分了，又处了新对象。,,,,,,,,,,EVT?[11131],,,,
11141,你天天摸鱼的工友升职加薪了，你有点怀疑人生。,,,,,,,,,,"EVT?[11123,11126]",EVT?[11141],,,
11142,工位厕所里加了计时器和信号屏蔽器。,,,,,,,,,,"EVT?[11123,11126]",EVT?[11142],,,
11143,年会上，你抽奖抽到一台iphoneZ。,,,,,,,,,,"EVT?[11123,11126]","EVT?[11143,11144,11145]",,,
11144,年会上，你抽到一张玛莎拉蒂5元代金券。,,,,,,,,,,"EVT?[11123,11126]","EVT?[11143,11144,11145]",,,
11145,年会上，你抽到少量现金。,,,,,,,,,,"EVT?[11123,11126]","EVT?[11143,11144,11145]",,,
11146,团建，公司找来PUA专家展开动员大会。,,,,,,-1,,,,"EVT?[11123,11126]",EVT?[11146],,,
11147,普通的打工人生活。,,,,,,,,,,"EVT?[11123,11126]",,,,
11148,公司的一位领导因为涉嫌性侵被捕了。,,,,,,,,,,"EVT?[11123,11126]","EVT?[11148,11149]",,,
11149,公司的一位领导因为涉嫌经济犯罪被捕了。,,,,,,,,,,"EVT?[11123,11126]","EVT?[11148,11149]",,,
11150,规定出台要求强制双休。,你的工资又降低了。,,,,-1,,,,,"EVT?[11123,11126]",EVT?[11150],,,
11151,聊天时发现新来的员工工资普遍比你高。,,,,,,,,,,"EVT?[11123,11126]",EVT?[11151],,,
11152,paper日常。,,,,,,,,,,EVT?[11122],,,,
11153,给导师打杂日常。,,,,,,,,,,EVT?[11122],,,,
11154,你一天到晚泡在实验室里。,,,,,,,,,,EVT?[11122],EVT?[11154],,,
11155,你正式步入科研。,,,,,,,,,,(INT>7)&(MNY>2)&(EVT?[11122]),EVT?[11155],,,
11156,paper日常。,,,,,,,,,,EVT?[11155],,,,
11157,给导师打杂日常。,,,,,,,,,,EVT?[11155],,,,
11158,当助教。,,,,,,,,,,EVT?[11155],EVT?[11158],,,
11159,辅导导师家小孩功课。,,,,,,,,,,EVT?[11155],EVT?[11159],,,
11160,实验日常。,,,,,,,,,,EVT?[11155],,,,
11161,你的压力很大，你感觉自己可能不能如期毕业。,,,,,,,,,,EVT?[11155],EVT?[11161],,,
11162,你留校担任讲师。,,,,,,,,,,(INT>8)&(EVT?[11155]),EVT?[11162],,,
11163,你前往一所普通高校当老师。,,,,,,,,,,EVT?[11155],EVT?[11163],,,
11164,安逸的铁饭碗生活。,,,,,,,,,,EVT?[11127],,,,
11165,你下班回家经常做一些自己喜欢的事。,,,,,,1,,,,EVT?[11127],EVT?[11165],,,
11166,你有很多空闲时间，经常看短视频和玩游戏消遣。,,,,,,,,,,EVT?[11127],"EVT?[11166,11167]",,,
11167,你有很多空闲时间，经常看动画消遣。,,,,,,,,,,"(EVT?[11127])&(EVT?[10007,10008])","EVT?[11166,11167]",,,
11168,你经常和密友小聚。,,,,,,,,,,EVT?[11127],EVT?[11168],,,
11169,清闲的小日子。,,,,,,,,,,EVT?[11127],EVT?[11169],,,
11170,领导要给你介绍对象，你又不好拒绝，很尴尬。,,,,,,,,,,EVT?[11127],"EVT?[11170,11171]",,,
11171,你结婚了。,,,,,,,,,,EVT?[10010],"(EVT?[11171,11232,10612,11093,10229,10610,10611])|(TLT?[1027])",,,
11172,你创业失败。,家人支持你继续创业。,,,,,,,,,EVT?[11124],EVT?[11172],,,
11173,你得到了亲友的很多人脉支持。,,,,,,,,,,EVT?[11124],EVT?[11173],,,
11174,你开了一家互联网公司。,,,,,,,,,,EVT?[11124],"EVT?[11174,11175,11176,11177,11178]",,,
11175,你开了一家金融公司。,,,,,,,,,,EVT?[11124],"EVT?[11174,11175,11176,11177,11178]",,,
11176,你开了一家二次元公司。,,,,,,,,,,"(EVT?[11124])&(EVT?[10007,10008])","EVT?[11174,11175,11176,11177,11178]",,,
11177,你开了一家实业公司。,,,,,,,,,,EVT?[11124],"EVT?[11174,11175,11176,11177,11178]",,,
11178,你开了一家新技术产业公司。,,,,,,,,,,EVT?[11124],"EVT?[11174,11175,11176,11177,11178]",,,
11179,你创业过程中结识了许多大佬。,,,,,,,,,,EVT?[11124],EVT?[11179],,,
11180,你了解了很多行业潜规则。,,,,,,,,,,EVT?[11124],EVT?[11180],,,
11181,你的公司福利待遇很好。,,,,,,,,,,EVT?[11124],EVT?[11181],,,
11182,你很努力和员工一起奋斗在一线，拿和普通员工一样的钱。,,,,,,,,,,EVT?[11124],EVT?[11182],,,
11183,人民企业家艰苦创业的日子。,,,,,,,,,,EVT?[11124],,,,
11184,虚拟现实技术得到突破，开始爆发式增长。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]",EVT?[11184],,,
11185,我国可控核聚变技术有所突破，离成功不远了。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]","EVT?[11185,11263]",,,
11186,人造肉在西方迅速流行。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]",EVT?[11186],,,
11187,电视机逐渐淡出历史舞台。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]",EVT?[11187],,,
11188,全球生育率再创新低。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]",EVT?[11188],,,
11189,你养了一条鱼。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]","EVT?[11189,11190,11191,11192,11193,11194,11195]",,,
11190,你养了一只鸟。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]","EVT?[11189,11190,11191,11192,11193,11194,11195]",,,
11191,你养了一只乌龟。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]","EVT?[11189,11190,11191,11192,11193,11194,11195]",,,
11192,你养了一只仓鼠。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]","EVT?[11189,11190,11191,11192,11193,11194,11195]",,,
11193,你养了一只猫。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]","EVT?[11189,11190,11191,11192,11193,11194,11195]",,,
11194,你养了一只狗。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]","EVT?[11189,11190,11191,11192,11193,11194,11195]",,,
11195,你养了一只守宫。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]","EVT?[11189,11190,11191,11192,11193,11194,11195]",,,
11196,中国成功登月。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]",EVT?[11196],,,
11197,我国首次夺得奥运奖牌榜奖牌总数第一。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]",EVT?[11197],,,
11198,为减轻生育负担，国家出台多项政策。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]",EVT?[11198],,,
11199,我国宣布建成社会主义现代化强国。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]",EVT?[11199],,,
11200,我国人均GDP超过韩国。,,,,,,,,,,"EVT?[11127,11123,11126,11122,11124]",EVT?[11200],,,
11201,你的专辑《暗线》登顶。,,,,,,,,,,EVT?[10966],EVT?[11201],,,
11202,你没有时间上课，时间表安排得很满。,,,,,,,,,,EVT?[10966],EVT?[11202],,,
11203,你的团队开始帮助你艹粉。,,,,,,,,,,EVT?[10966],"EVT?[11203,10002,10110,10111]",,,
11204,你在一次拍戏过程中意外身故。,,,,,,,,,,EVT?[10966],EVT?[11204],EVT?[10966]:10000,,
11205,你在一次拍戏过程中划破了手指，上了微博热搜。,,,,,,,,,,EVT?[10966],EVT?[11205],,,
11206,有网民造你的谣，你发了律师函。,,,,,,,,,,EVT?[10966],EVT?[11206],,,
11207,努力的演艺生涯。,,,,,,,,,,EVT?[10966],,,,
11208,你经常在贴吧上吹水。,,,,,,,,,,(MNY<7)&(EVT?[10010]),"EVT?[11208,10002,11211,11212]",,,
11209,你经常玩soul和小红书。,,,,,,,,,,EVT?[10010],"EVT?[11209,10001,11211]",,,
11210,你经常用微博。,,,,,,,,,,EVT?[10010],"EVT?[11210,11208,11211]",,,
11211,你经常用知乎。,,,,,,,,,,EVT?[10010],"EVT?[11211,11209,11210,11212]",,,
11212,你经常用豆瓣。,,,,,,,,,,EVT?[10010],"EVT?[11212,11211,11208]",,,
11213,你的爷爷去世。,,,,,,,,,,EVT?[10010],EVT?[11213],,,
11214,你的奶奶去世。,,,,,,,,,,EVT?[10010],EVT?[11214],,,
11215,你的外公去世。,,,,,,,,,,EVT?[10010],EVT?[11215],,,
11216,你的外婆去世。,,,,,,,,,,EVT?[10010],EVT?[11216],,,
11217,父亲因车祸去世。,,,,,-2,-1,,,,EVT?[10010],"(EVT?[11217,10868])|(TLT?[1043])",,,
11218,母亲突发心脏病去世。,,,,,-1,-1,,,,EVT?[10010],"(EVT?[11218,10869])|(TLT?[1044])",,,
11219,你遭遇车祸去世。,,,,,,,,,,EVT?[10010],(EVT?[11219])|(TLT?[1043]),EVT?[10010]:10000,,
11220,你突发心脏病去世。,,,,,,,,,,(STR<2)&(EVT?[10010]),(EVT?[11220])|(TLT?[1044]),EVT?[10010]:10000,,
11221,你位列年度艺人排行第3。,,,,,,,,,,EVT?[10966],EVT?[11221],,,
11222,你名列年度福布斯十大中国名人。,,,,,,,,,,EVT?[10966],EVT?[11222],,,
11223,有讨厌的私生饭影响你的生活。,,,,,,,,,,EVT?[10966],EVT?[11223],,,
11224,很多名牌都来找你拍广告。,,,,,1,,,,,EVT?[10966],EVT?[11224],,,
11225,你养了一只价值数十万的猫。,,,,,,,,,,EVT?[10966],EVT?[11225],,,
11226,你买了几辆数百万、上千万的豪车。,,,,,,,,,,EVT?[10966],EVT?[11226],,,
11227,你买了一栋大别墅，一套汤臣一品。,,,,,,,,,,EVT?[10966],EVT?[11227],,,
11228,国家开始打击娱乐圈。,,,,,,,,,,EVT?[10966],EVT?[11228],,,
11229,有明星因犯罪入狱。,,,,,,,,,,EVT?[10966],EVT?[11229],,,
11230,你因涉嫌性侵被捕。,,,,,-5,,,,,EVT?[11203],EVT?[11230],,,
11231,你被判十年监禁，正式入狱。,,-2,,-2,,-5,,,,EVT?[11230],EVT?[11231],,,
11232,枯燥的监狱生活。,,,,,,,,,,EVT?[11230],EVT?[11234],,,
11233,你出狱了。,但过往的一切都飘散如烟。,,,,,,,,,EVT?[11230],"EVT?[11233,11234]",,,
11234,你减刑提前出狱。,但过往的一切都飘散如烟。,,,,,,,,,(EVT?[11230])&(TLT?[1117]),EVT?[11234],,,
11235,世界的变化很大，你无所适从。,,,-1,,,,,,,"EVT?[11233,11234]",EVT?[11235],,,
11236,你找了份普通工作勉强度日。,,,,-1,-1,,,,,EVT?[11235],EVT?[11236],,,
11237,你的事业遭受沉重打击，热度不复从前。,,,,,-1,,,,,EVT?[11229],EVT?[11237],,,
